month,sku_id,market,channel,forecast_locked_at,forecast_method,budget_units,budget_revenue_eur,forecast_basis_units,forecast_units,forecast_revenue_eur
2025-09,SKU-07,Central,Grocery,2025-08-31,calendar_plan_v1_no_realized_demand,1059,4269.89,1029,1019,4108.61
2025-09,SKU-07,Central,Wholesale,2025-08-31,calendar_plan_v1_no_realized_demand,914,3685.25,884,887,3576.38
2025-09,SKU-07,North,Convenience,2025-08-31,calendar_plan_v1_no_realized_demand,611,2586.73,581,585,2476.66
2025-09,SKU-07,North,Ecommerce,2025-08-31,calendar_plan_v1_no_realized_demand,581,2459.72,551,553,2341.18
2025-09,SKU-07,North,Grocery,2025-08-31,calendar_plan_v1_no_realized_demand,974,4123.53,944,942,3988.05
2025-09,SKU-07,North,Wholesale,2025-08-31,calendar_plan_v1_no_realized_demand,854,3615.49,824,819,3467.32
2025-09,SKU-07,South,Convenience,2025-08-31,calendar_plan_v1_no_realized_demand,538,2039.06,508,513,1944.31
2025-09,SKU-07,South,Ecommerce,2025-08-31,calendar_plan_v1_no_realized_demand,508,1925.36,478,476,1804.08
2025-09,SKU-07,South,Grocery,2025-08-31,calendar_plan_v1_no_realized_demand,854,3236.73,824,828,3138.19
2025-09,SKU-07,South,Wholesale,2025-08-31,calendar_plan_v1_no_realized_demand,734,2781.92,704,707,2679.59
2025-09,SKU-07,West,Convenience,2025-08-31,calendar_plan_v1_no_realized_demand,453,1771.7,423,422,1650.46
2025-09,SKU-07,West,Ecommerce,2025-08-31,calendar_plan_v1_no_realized_demand,418,1634.81,393,395,1544.86
2025-09,SKU-07,West,Grocery,2025-08-31,calendar_plan_v1_no_realized_demand,726,2839.42,696,694,2714.26
2025-09,SKU-07,West,Wholesale,2025-08-31,calendar_plan_v1_no_realized_demand,636,2487.42,606,611,2389.65
2025-09,SKU-08,Central,Convenience,2025-08-31,calendar_plan_v1_no_realized_demand,604,2841.22,574,570,2681.28
2025-09,SKU-08,Central,Ecommerce,2025-08-31,calendar_plan_v1_no_realized_demand,551,2591.9,612,608,2860.03
2025-09,SKU-08,Central,Grocery,2025-08-31,calendar_plan_v1_no_realized_demand,944,4440.58,914,909,4275.94
2025-09,SKU-08,Central,Wholesale,2025-08-31,calendar_plan_v1_no_realized_demand,824,3876.1,794,796,3744.38
2025-09,SKU-08,North,Convenience,2025-08-31,calendar_plan_v1_no_realized_demand,551,2721.5,521,522,2578.26
2025-09,SKU-08,North,Ecommerce,2025-08-31,calendar_plan_v1_no_realized_demand,521,2573.32,491,499,2464.66
2025-09,SKU-08,North,Grocery,2025-08-31,calendar_plan_v1_no_realized_demand,884,4366.25,854,858,4237.83
2025-09,SKU-08,North,Wholesale,2025-08-31,calendar_plan_v1_no_realized_demand,764,3773.55,734,731,3610.56
2025-09,SKU-08,South,Convenience,2025-08-31,calendar_plan_v1_no_realized_demand,483,2135.71,453,454,2007.48
2025-09,SKU-08,South,Ecommerce,2025-08-31,calendar_plan_v1_no_realized_demand,453,2003.06,423,422,1865.98
2025-09,SKU-08,South,Grocery,2025-08-31,calendar_plan_v1_no_realized_demand,764,3378.22,734,737,3258.84
2025-09,SKU-08,South,Wholesale,2025-08-31,calendar_plan_v1_no_realized_demand,666,2944.89,636,632,2794.55
2025-09,SKU-08,West,Convenience,2025-08-31,calendar_plan_v1_no_realized_demand,418,1907.28,393,390,1779.52
2025-09,SKU-08,West,Ecommerce,2025-08-31,calendar_plan_v1_no_realized_demand,371,1692.83,363,361,1647.2
2025-09,SKU-08,West,Grocery,2025-08-31,calendar_plan_v1_no_realized_demand,656,2993.25,626,642,2929.37
2025-09,SKU-08,West,Wholesale,2025-08-31,calendar_plan_v1_no_realized_demand,570,2600.84,540,537,2450.27
2025-09,SKU-09,Central,Convenience,2025-08-31,calendar_plan_v1_no_realized_demand,1482,2418.62,1422,1415,2309.28
2025-09,SKU-09,Central,Ecommerce,2025-08-31,calendar_plan_v1_no_realized_demand,1392,2271.74,1332,1339,2185.25
2025-09,SKU-09,Central,Grocery,2025-08-31,calendar_plan_v1_no_realized_demand,2396,3910.27,2306,2310,3769.92
2025-09,SKU-09,Central,Wholesale,2025-08-31,calendar_plan_v1_no_realized_demand,2066,3371.71,1981,1993,3252.58
2025-09,SKU-09,North,Convenience,2025-08-31,calendar_plan_v1_no_realized_demand,1375,2356.2,1315,1315,2253.38
2025-09,SKU-09,North,Ecommerce,2025-08-31,calendar_plan_v1_no_realized_demand,1286,2203.69,1231,1238,2121.44
2025-09,SKU-09,North,Grocery,2025-08-31,calendar_plan_v1_no_realized_demand,2221,3805.91,2131,2146,3677.39
2025-09,SKU-09,North,Wholesale,2025-08-31,calendar_plan_v1_no_realized_demand,1921,3291.83,1853,1865,3195.86
2025-09,SKU-09,South,Convenience,2025-08-31,calendar_plan_v1_no_realized_demand,1165,1787.2,1127,1115,1710.5
2025-09,SKU-09,South,Ecommerce,2025-08-31,calendar_plan_v1_no_realized_demand,1101,1689.02,1063,1072,1644.53
2025-09,SKU-09,South,Grocery,2025-08-31,calendar_plan_v1_no_realized_demand,1921,2946.97,1853,1854,2844.18
2025-09,SKU-09,South,Wholesale,2025-08-31,calendar_plan_v1_no_realized_demand,1657,2541.97,1597,1586,2433.05
2025-09,SKU-09,West,Convenience,2025-08-31,calendar_plan_v1_no_realized_demand,999,1581.46,969,963,1524.47
2025-09,SKU-09,West,Ecommerce,2025-08-31,calendar_plan_v1_no_realized_demand,926,1465.9,896,893,1413.65
2025-09,SKU-09,West,Grocery,2025-08-31,calendar_plan_v1_no_realized_demand,1610,2548.69,1550,1550,2453.71
2025-09,SKU-09,West,Wholesale,2025-08-31,calendar_plan_v1_no_realized_demand,1405,2224.17,1345,1340,2121.27
2025-09,SKU-10,Central,Convenience,2025-08-31,calendar_plan_v1_no_realized_demand,1003,2792.35,973,976,2717.18
2025-09,SKU-10,Central,Ecommerce,2025-08-31,calendar_plan_v1_no_realized_demand,944,2628.1,914,893,2486.11
2025-09,SKU-10,Central,Grocery,2025-08-31,calendar_plan_v1_no_realized_demand,1640,4565.76,1580,1574,4382.02
2025-09,SKU-10,Central,Wholesale,2025-08-31,calendar_plan_v1_no_realized_demand,1428,3975.55,1368,1346,3747.26
2025-09,SKU-10,North,Convenience,2025-08-31,calendar_plan_v1_no_realized_demand,939,2744.88,909,902,2636.73
2025-09,SKU-10,North,Ecommerce,2025-08-31,calendar_plan_v1_no_realized_demand,884,2584.11,854,846,2473.03
2025-09,SKU-10,North,Grocery,2025-08-31,calendar_plan_v1_no_realized_demand,1525,4457.88,1465,1483,4335.11
2025-09,SKU-10,North,Wholesale,2025-08-31,calendar_plan_v1_no_realized_demand,1334,3899.55,1274,1280,3741.7
2025-09,SKU-10,South,Convenience,2025-08-31,calendar_plan_v1_no_realized_demand,816,2135.44,786,789,2064.78
2025-09,SKU-10,South,Ecommerce,2025-08-31,calendar_plan_v1_no_realized_demand,762,1994.12,732,741,1939.17
2025-09,SKU-10,South,Grocery,2025-08-31,calendar_plan_v1_no_realized_demand,1335,3493.64,1275,1286,3365.41
2025-09,SKU-10,South,Wholesale,2025-08-31,calendar_plan_v1_no_realized_demand,1135,2970.25,1097,1104,2889.12
2025-09,SKU-10,West,Convenience,2025-08-31,calendar_plan_v1_no_realized_demand,696,1879.53,666,665,1795.82
2025-09,SKU-10,West,Ecommerce,2025-08-31,calendar_plan_v1_no_realized_demand,641,1731.01,611,612,1652.69
2025-09,SKU-10,West,Grocery,2025-08-31,calendar_plan_v1_no_realized_demand,1106,2986.73,1068,1075,2903.02
2025-09,SKU-10,West,Wholesale,2025-08-31,calendar_plan_v1_no_realized_demand,960,2592.46,930,914,2468.24
2025-09,SKU-11,Central,Convenience,2025-08-31,calendar_plan_v1_no_realized_demand,884,2800.51,854,842,2667.46
2025-09,SKU-11,Central,Ecommerce,2025-08-31,calendar_plan_v1_no_realized_demand,824,2610.43,794,812,2572.42
2025-09,SKU-11,Central,Grocery,2025-08-31,calendar_plan_v1_no_realized_demand,1435,4546.08,1375,1376,4359.17
2025-09,SKU-11,Central,Wholesale,2025-08-31,calendar_plan_v1_no_realized_demand,1242,3934.66,1187,1169,3703.39
2025-09,SKU-11,North,Convenience,2025-08-31,calendar_plan_v1_no_realized_demand,824,2740.95,794,796,2647.81
2025-09,SKU-11,North,Ecommerce,2025-08-31,calendar_plan_v1_no_realized_demand,764,2541.37,734,730,2428.27
2025-09,SKU-11,North,Grocery,2025-08-31,calendar_plan_v1_no_realized_demand,1337,4447.4,1277,1283,4267.77
2025-09,SKU-11,North,Wholesale,2025-08-31,calendar_plan_v1_no_realized_demand,1140,3792.1,1102,1102,3665.69
2025-09,SKU-11,South,Convenience,2025-08-31,calendar_plan_v1_no_realized_demand,709,2111.35,850,856,2549.1
2025-09,SKU-11,South,Ecommerce,2025-08-31,calendar_plan_v1_no_realized_demand,666,1983.29,636,630,1876.09
2025-09,SKU-11,South,Grocery,2025-08-31,calendar_plan_v1_no_realized_demand,1141,3397.81,1103,1100,3275.71
2025-09,SKU-11,South,Wholesale,2025-08-31,calendar_plan_v1_no_realized_demand,991,2951.12,961,956,2846.89
2025-09,SKU-11,West,Convenience,2025-08-31,calendar_plan_v1_no_realized_demand,606,1862.21,576,580,1782.32
2025-09,SKU-11,West,Ecommerce,2025-08-31,calendar_plan_v1_no_realized_demand,570,1751.59,540,551,1693.2
2025-09,SKU-11,West,Grocery,2025-08-31,calendar_plan_v1_no_realized_demand,969,2977.7,939,937,2879.36
2025-09,SKU-11,West,Wholesale,2025-08-31,calendar_plan_v1_no_realized_demand,841,2584.36,811,794,2439.93
2025-09,SKU-12,Central,Convenience,2025-08-31,calendar_plan_v1_no_realized_demand,818,2827.01,788,783,2706.05
2025-09,SKU-12,Central,Ecommerce,2025-08-31,calendar_plan_v1_no_realized_demand,764,2640.38,734,736,2543.62
2025-09,SKU-12,Central,Grocery,2025-08-31,calendar_plan_v1_no_realized_demand,1337,4620.67,1277,1262,4361.47
2025-09,SKU-12,Central,Wholesale,2025-08-31,calendar_plan_v1_no_realized_demand,1135,3922.56,1097,1094,3780.86
2025-09,SKU-12,North,Convenience,2025-08-31,calendar_plan_v1_no_realized_demand,756,2743.37,726,738,2678.05
2025-09,SKU-12,North,Ecommerce,2025-08-31,calendar_plan_v1_no_realized_demand,717,2601.85,687,693,2514.76
2025-09,SKU-12,North,Grocery,2025-08-31,calendar_plan_v1_no_realized_demand,1242,4506.97,1187,1192,4325.53
2025-09,SKU-12,North,Wholesale,2025-08-31,calendar_plan_v1_no_realized_demand,1059,3842.9,1029,1024,3715.89
2025-09,SKU-12,South,Convenience,2025-08-31,calendar_plan_v1_no_realized_demand,666,2163.59,636,640,2079.13
2025-09,SKU-12,South,Ecommerce,2025-08-31,calendar_plan_v1_no_realized_demand,611,1984.92,581,581,1887.46
2025-09,SKU-12,South,Grocery,2025-08-31,calendar_plan_v1_no_realized_demand,1059,3440.31,1029,1041,3381.83
2025-09,SKU-12,South,Wholesale,2025-08-31,calendar_plan_v1_no_realized_demand,914,2969.26,884,883,2868.55
2025-09,SKU-12,West,Convenience,2025-08-31,calendar_plan_v1_no_realized_demand,568,1904.12,538,535,1793.49
2025-09,SKU-12,West,Ecommerce,2025-08-31,calendar_plan_v1_no_realized_demand,521,1746.56,491,493,1652.69
2025-09,SKU-12,West,Grocery,2025-08-31,calendar_plan_v1_no_realized_demand,886,2970.16,856,859,2879.64
2025-09,SKU-12,West,Wholesale,2025-08-31,calendar_plan_v1_no_realized_demand,786,2634.92,756,748,2507.54
2025-09,SKU-13,Central,Convenience,2025-08-31,calendar_plan_v1_no_realized_demand,756,2322.43,726,737,2264.06
2025-09,SKU-13,Central,Ecommerce,2025-08-31,calendar_plan_v1_no_realized_demand,702,2156.54,672,676,2076.67
2025-09,SKU-13,Central,Grocery,2025-08-31,calendar_plan_v1_no_realized_demand,1240,3809.28,1392,1385,4254.72
2025-09,SKU-13,Central,Wholesale,2025-08-31,calendar_plan_v1_no_realized_demand,1042,3201.02,1012,1008,3096.58
2025-09,SKU-13,North,Convenience,2025-08-31,calendar_plan_v1_no_realized_demand,696,2245.02,666,676,2180.51
2025-09,SKU-13,North,Ecommerce,2025-08-31,calendar_plan_v1_no_realized_demand,666,2148.25,636,649,2093.41
2025-09,SKU-13,North,Grocery,2025-08-31,calendar_plan_v1_no_realized_demand,1133,3654.6,1095,1083,3493.32
2025-09,SKU-13,North,Wholesale,2025-08-31,calendar_plan_v1_no_realized_demand,974,3141.73,944,928,2993.36
2025-09,SKU-13,South,Convenience,2025-08-31,calendar_plan_v1_no_realized_demand,611,1764.37,581,584,1686.41
2025-09,SKU-13,South,Ecommerce,2025-08-31,calendar_plan_v1_no_realized_demand,576,1663.3,546,541,1562.23
2025-09,SKU-13,South,Grocery,2025-08-31,calendar_plan_v1_no_realized_demand,974,2812.6,944,951,2746.18
2025-09,SKU-13,South,Wholesale,2025-08-31,calendar_plan_v1_no_realized_demand,852,2460.3,822,826,2385.22
2025-09,SKU-13,West,Convenience,2025-08-31,calendar_plan_v1_no_realized_demand,521,1552.5,491,495,1475.02
2025-09,SKU-13,West,Ecommerce,2025-08-31,calendar_plan_v1_no_realized_demand,491,1463.1,461,466,1388.61
2025-09,SKU-13,West,Grocery,2025-08-31,calendar_plan_v1_no_realized_demand,824,2455.39,794,795,2368.97
2025-09,SKU-13,West,Wholesale,2025-08-31,calendar_plan_v1_no_realized_demand,726,2163.36,696,694,2068.01
2025-09,SKU-14,Central,Convenience,2025-08-31,calendar_plan_v1_no_realized_demand,636,2259.07,606,608,2159.62
2025-09,SKU-14,Central,Ecommerce,2025-08-31,calendar_plan_v1_no_realized_demand,581,2063.71,551,553,1964.26
2025-09,SKU-14,Central,Grocery,2025-08-31,calendar_plan_v1_no_realized_demand,999,3548.45,969,977,3470.3
2025-09,SKU-14,Central,Wholesale,2025-08-31,calendar_plan_v1_no_realized_demand,871,3093.79,841,841,2987.23
2025-09,SKU-14,North,Convenience,2025-08-31,calendar_plan_v1_no_realized_demand,581,2166.9,551,551,2055.01
2025-09,SKU-14,North,Ecommerce,2025-08-31,calendar_plan_v1_no_realized_demand,551,2055.01,521,526,1961.77
2025-09,SKU-14,North,Grocery,2025-08-31,calendar_plan_v1_no_realized_demand,939,3502.09,909,900,3356.64
2025-09,SKU-14,North,Wholesale,2025-08-31,calendar_plan_v1_no_realized_demand,816,3043.35,786,783,2920.28
2025-09,SKU-14,South,Convenience,2025-08-31,calendar_plan_v1_no_realized_demand,513,1712.85,483,479,1599.32
2025-09,SKU-14,South,Ecommerce,2025-08-31,calendar_plan_v1_no_realized_demand,483,1612.68,453,451,1505.83
2025-09,SKU-14,South,Grocery,2025-08-31,calendar_plan_v1_no_realized_demand,816,2724.53,786,799,2667.77
2025-09,SKU-14,South,Wholesale,2025-08-31,calendar_plan_v1_no_realized_demand,696,2323.86,666,670,2237.05
2025-09,SKU-14,West,Convenience,2025-08-31,calendar_plan_v1_no_realized_demand,426,1467.76,401,400,1378.18
2025-09,SKU-14,West,Ecommerce,2025-08-31,calendar_plan_v1_no_realized_demand,379,1305.82,371,368,1267.92
2025-09,SKU-14,West,Grocery,2025-08-31,calendar_plan_v1_no_realized_demand,696,2398.03,666,664,2287.77
2025-09,SKU-14,West,Wholesale,2025-08-31,calendar_plan_v1_no_realized_demand,606,2087.94,576,569,1960.46
2025-09,SKU-15,Central,Convenience,2025-08-31,calendar_plan_v1_no_realized_demand,568,2399.23,538,538,2272.51
2025-09,SKU-15,Central,Ecommerce,2025-08-31,calendar_plan_v1_no_realized_demand,521,2200.7,491,484,2044.42
2025-09,SKU-15,Central,Grocery,2025-08-31,calendar_plan_v1_no_realized_demand,901,3805.82,871,884,3734.02
2025-09,SKU-15,Central,Wholesale,2025-08-31,calendar_plan_v1_no_realized_demand,786,3320.06,756,757,3197.57
2025-09,SKU-15,North,Convenience,2025-08-31,calendar_plan_v1_no_realized_demand,521,2310.74,491,485,2151.07
2025-09,SKU-15,North,Ecommerce,2025-08-31,calendar_plan_v1_no_realized_demand,491,2177.68,461,465,2062.37
2025-09,SKU-15,North,Grocery,2025-08-31,calendar_plan_v1_no_realized_demand,841,3730.0,811,808,3583.64
2025-09,SKU-15,North,Wholesale,2025-08-31,calendar_plan_v1_no_realized_demand,726,3219.96,696,699,3100.2
2025-09,SKU-15,South,Convenience,2025-08-31,calendar_plan_v1_no_realized_demand,461,1830.43,431,435,1727.19
2025-09,SKU-15,South,Ecommerce,2025-08-31,calendar_plan_v1_no_realized_demand,426,1691.46,401,406,1612.05
2025-09,SKU-15,South,Grocery,2025-08-31,calendar_plan_v1_no_realized_demand,726,2882.63,696,700,2779.39
2025-09,SKU-15,South,Wholesale,2025-08-31,calendar_plan_v1_no_realized_demand,636,2525.28,606,601,2386.31
2025-09,SKU-15,West,Convenience,2025-08-31,calendar_plan_v1_no_realized_demand,371,1520.09,363,365,1495.51
2025-09,SKU-15,West,Ecommerce,2025-08-31,calendar_plan_v1_no_realized_demand,333,1364.39,333,329,1348.01
2025-09,SKU-15,West,Grocery,2025-08-31,calendar_plan_v1_no_realized_demand,611,2503.44,581,585,2396.91
2025-09,SKU-15,West,Wholesale,2025-08-31,calendar_plan_v1_no_realized_demand,538,2204.34,626,638,2614.06
2025-09,SKU-16,Central,Convenience,2025-08-31,calendar_plan_v1_no_realized_demand,696,2071.3,666,677,2014.75
2025-09,SKU-16,Central,Ecommerce,2025-08-31,calendar_plan_v1_no_realized_demand,641,1907.62,611,599,1782.62
2025-09,SKU-16,Central,Grocery,2025-08-31,calendar_plan_v1_no_realized_demand,1107,3294.43,1069,1061,3157.54
2025-09,SKU-16,Central,Wholesale,2025-08-31,calendar_plan_v1_no_realized_demand,962,2862.91,932,927,2758.75
2025-09,SKU-16,North,Convenience,2025-08-31,calendar_plan_v1_no_realized_demand,641,2003.0,611,610,1906.13
2025-09,SKU-16,North,Ecommerce,2025-08-31,calendar_plan_v1_no_realized_demand,606,1893.63,576,573,1790.51
2025-09,SKU-16,North,Grocery,2025-08-31,calendar_plan_v1_no_realized_demand,1029,3215.42,999,992,3099.8
2025-09,SKU-16,North,Wholesale,2025-08-31,calendar_plan_v1_no_realized_demand,884,2762.32,854,855,2671.7
2025-09,SKU-16,South,Convenience,2025-08-31,calendar_plan_v1_no_realized_demand,551,1541.39,521,519,1451.87
2025-09,SKU-16,South,Ecommerce,2025-08-31,calendar_plan_v1_no_realized_demand,521,1457.47,491,480,1342.77
2025-09,SKU-16,South,Grocery,2025-08-31,calendar_plan_v1_no_realized_demand,884,2472.94,854,855,2391.81
2025-09,SKU-16,South,Wholesale,2025-08-31,calendar_plan_v1_no_realized_demand,778,2176.41,748,750,2098.08
2025-09,SKU-16,West,Convenience,2025-08-31,calendar_plan_v1_no_realized_demand,483,1394.29,453,452,1304.8
2025-09,SKU-16,West,Ecommerce,2025-08-31,calendar_plan_v1_no_realized_demand,453,1307.68,423,423,1221.08
2025-09,SKU-16,West,Grocery,2025-08-31,calendar_plan_v1_no_realized_demand,756,2182.36,726,733,2115.97
2025-09,SKU-16,West,Wholesale,2025-08-31,calendar_plan_v1_no_realized_demand,666,1922.56,636,643,1856.16
2025-10,SKU-01,Central,Convenience,2025-09-30,calendar_plan_v1_no_realized_demand,1100,2323.2,1069,1081,2283.07
2025-10,SKU-01,Central,Ecommerce,2025-09-30,calendar_plan_v1_no_realized_demand,1020,2154.24,989,1000,2112.0
2025-10,SKU-01,Central,Grocery,2025-09-30,calendar_plan_v1_no_realized_demand,1790,3780.48,1728,1723,3638.98
2025-10,SKU-01,Central,Wholesale,2025-09-30,calendar_plan_v1_no_realized_demand,1548,3269.38,1486,1500,3168.0
2025-10,SKU-01,North,Convenience,2025-09-30,calendar_plan_v1_no_realized_demand,1011,2241.99,980,982,2177.68
2025-10,SKU-01,North,Ecommerce,2025-09-30,calendar_plan_v1_no_realized_demand,949,2104.5,1160,1150,2550.24
2025-10,SKU-01,North,Grocery,2025-09-30,calendar_plan_v1_no_realized_demand,1672,3707.83,1610,1592,3530.42
2025-10,SKU-01,North,Wholesale,2025-09-30,calendar_plan_v1_no_realized_demand,1446,3206.65,1384,1382,3064.72
2025-10,SKU-01,South,Convenience,2025-09-30,calendar_plan_v1_no_realized_demand,887,1760.94,856,848,1683.52
2025-10,SKU-01,South,Ecommerce,2025-09-30,calendar_plan_v1_no_realized_demand,825,1637.86,794,783,1554.47
2025-10,SKU-01,South,Grocery,2025-09-30,calendar_plan_v1_no_realized_demand,1446,2870.71,1384,1382,2743.66
2025-10,SKU-01,South,Wholesale,2025-09-30,calendar_plan_v1_no_realized_demand,1260,2501.45,1202,1227,2435.94
2025-10,SKU-01,West,Convenience,2025-09-30,calendar_plan_v1_no_realized_demand,754,1544.67,723,722,1479.12
2025-10,SKU-01,West,Ecommerce,2025-09-30,calendar_plan_v1_no_realized_demand,696,1425.85,665,678,1388.98
2025-10,SKU-01,West,Grocery,2025-09-30,calendar_plan_v1_no_realized_demand,1211,2480.9,1171,1175,2407.15
2025-10,SKU-01,West,Wholesale,2025-09-30,calendar_plan_v1_no_realized_demand,1038,2126.49,1007,1004,2056.83
2025-10,SKU-02,Central,Convenience,2025-09-30,calendar_plan_v1_no_realized_demand,1312,2267.14,1254,1270,2194.56
2025-10,SKU-02,Central,Ecommerce,2025-09-30,calendar_plan_v1_no_realized_demand,1211,2092.61,1171,1167,2016.58
2025-10,SKU-02,Central,Grocery,2025-09-30,calendar_plan_v1_no_realized_demand,2116,3656.45,2027,2030,3507.84
2025-10,SKU-02,Central,Wholesale,2025-09-30,calendar_plan_v1_no_realized_demand,1811,3129.41,1749,1769,3056.83
2025-10,SKU-02,North,Convenience,2025-09-30,calendar_plan_v1_no_realized_demand,1202,2180.91,1162,1151,2088.37
2025-10,SKU-02,North,Ecommerce,2025-09-30,calendar_plan_v1_no_realized_demand,1122,2035.76,1082,1073,1946.85
2025-10,SKU-02,North,Grocery,2025-09-30,calendar_plan_v1_no_realized_demand,1965,3565.3,1894,1877,3405.63
2025-10,SKU-02,North,Wholesale,2025-09-30,calendar_plan_v1_no_realized_demand,1694,3073.59,1632,1652,2997.39
2025-10,SKU-02,South,Convenience,2025-09-30,calendar_plan_v1_no_realized_demand,1038,1686.04,1007,1005,1632.44
2025-10,SKU-02,South,Ecommerce,2025-09-30,calendar_plan_v1_no_realized_demand,976,1585.34,945,948,1539.86
2025-10,SKU-02,South,Grocery,2025-09-30,calendar_plan_v1_no_realized_demand,1697,2756.47,1635,1629,2646.02
2025-10,SKU-02,South,Wholesale,2025-09-30,calendar_plan_v1_no_realized_demand,1474,2394.25,1412,1416,2300.04
2025-10,SKU-02,West,Convenience,2025-09-30,calendar_plan_v1_no_realized_demand,879,1473.34,848,850,1424.74
2025-10,SKU-02,West,Ecommerce,2025-09-30,calendar_plan_v1_no_realized_demand,825,1382.83,794,798,1337.58
2025-10,SKU-02,West,Grocery,2025-09-30,calendar_plan_v1_no_realized_demand,1434,2403.61,1372,1372,2299.69
2025-10,SKU-02,West,Wholesale,2025-09-30,calendar_plan_v1_no_realized_demand,1251,2096.88,1193,1210,2028.15
2025-10,SKU-03,Central,Convenience,2025-09-30,calendar_plan_v1_no_realized_demand,906,2261.38,875,864,2156.54
2025-10,SKU-03,Central,Ecommerce,2025-09-30,calendar_plan_v1_no_realized_demand,849,2119.1,818,816,2036.74
2025-10,SKU-03,Central,Grocery,2025-09-30,calendar_plan_v1_no_realized_demand,1478,3689.09,1416,1407,3511.87
2025-10,SKU-03,Central,Wholesale,2025-09-30,calendar_plan_v1_no_realized_demand,1291,3222.34,1233,1222,3050.11
2025-10,SKU-03,North,Convenience,2025-09-30,calendar_plan_v1_no_realized_demand,847,2219.82,816,811,2125.47
2025-10,SKU-03,North,Ecommerce,2025-09-30,calendar_plan_v1_no_realized_demand,785,2057.33,754,753,1973.46
2025-10,SKU-03,North,Grocery,2025-09-30,calendar_plan_v1_no_realized_demand,1384,3627.19,1322,1330,3485.66
2025-10,SKU-03,North,Wholesale,2025-09-30,calendar_plan_v1_no_realized_demand,1180,3092.54,1140,1141,2990.33
2025-10,SKU-03,South,Convenience,2025-09-30,calendar_plan_v1_no_realized_demand,723,1696.33,692,693,1625.94
2025-10,SKU-03,South,Ecommerce,2025-09-30,calendar_plan_v1_no_realized_demand,692,1623.6,661,662,1553.21
2025-10,SKU-03,South,Grocery,2025-09-30,calendar_plan_v1_no_realized_demand,1180,2768.56,1140,1142,2679.41
2025-10,SKU-03,South,Wholesale,2025-09-30,calendar_plan_v1_no_realized_demand,1011,2372.05,980,992,2327.47
2025-10,SKU-03,West,Convenience,2025-09-30,calendar_plan_v1_no_realized_demand,630,1525.31,599,591,1430.88
2025-10,SKU-03,West,Ecommerce,2025-09-30,calendar_plan_v1_no_realized_demand,590,1428.46,559,558,1350.98
2025-10,SKU-03,West,Grocery,2025-09-30,calendar_plan_v1_no_realized_demand,983,2379.96,952,958,2319.43
2025-10,SKU-03,West,Wholesale,2025-09-30,calendar_plan_v1_no_realized_demand,856,2072.48,825,827,2002.27
2025-10,SKU-04,Central,Convenience,2025-09-30,calendar_plan_v1_no_realized_demand,847,2195.42,816,807,2091.74
2025-10,SKU-04,Central,Ecommerce,2025-09-30,calendar_plan_v1_no_realized_demand,785,2034.72,754,752,1949.18
2025-10,SKU-04,Central,Grocery,2025-09-30,calendar_plan_v1_no_realized_demand,1384,3587.33,1322,1317,3413.66
2025-10,SKU-04,Central,Wholesale,2025-09-30,calendar_plan_v1_no_realized_demand,1180,3058.56,1140,1140,2954.88
2025-10,SKU-04,North,Convenience,2025-09-30,calendar_plan_v1_no_realized_demand,785,2136.46,754,761,2071.14
2025-10,SKU-04,North,Ecommerce,2025-09-30,calendar_plan_v1_no_realized_demand,736,2003.1,705,715,1945.94
2025-10,SKU-04,North,Grocery,2025-09-30,calendar_plan_v1_no_realized_demand,1291,3513.59,1233,1226,3336.68
2025-10,SKU-04,North,Wholesale,2025-09-30,calendar_plan_v1_no_realized_demand,1091,2969.27,1060,1051,2860.4
2025-10,SKU-04,South,Convenience,2025-09-30,calendar_plan_v1_no_realized_demand,692,1686.04,661,664,1617.82
2025-10,SKU-04,South,Ecommerce,2025-09-30,calendar_plan_v1_no_realized_demand,634,1544.73,603,604,1471.63
2025-10,SKU-04,South,Grocery,2025-09-30,calendar_plan_v1_no_realized_demand,1094,2665.51,1063,1043,2541.25
2025-10,SKU-04,South,Wholesale,2025-09-30,calendar_plan_v1_no_realized_demand,949,2312.22,918,918,2236.69
2025-10,SKU-04,West,Convenience,2025-09-30,calendar_plan_v1_no_realized_demand,572,1438.15,541,543,1365.23
2025-10,SKU-04,West,Ecommerce,2025-09-30,calendar_plan_v1_no_realized_demand,541,1360.2,510,504,1267.18
2025-10,SKU-04,West,Grocery,2025-09-30,calendar_plan_v1_no_realized_demand,918,2308.07,887,873,2194.93
2025-10,SKU-04,West,Wholesale,2025-09-30,calendar_plan_v1_no_realized_demand,794,1996.31,763,761,1913.34
2025-10,SKU-05,Central,Convenience,2025-09-30,calendar_plan_v1_no_realized_demand,785,2863.68,754,760,2772.48
2025-10,SKU-05,Central,Ecommerce,2025-09-30,calendar_plan_v1_no_realized_demand,723,2637.5,692,702,2560.9
2025-10,SKU-05,Central,Grocery,2025-09-30,calendar_plan_v1_no_realized_demand,1272,4640.26,1214,1230,4487.04
2025-10,SKU-05,Central,Wholesale,2025-09-30,calendar_plan_v1_no_realized_demand,1082,3947.14,1051,1051,3834.05
2025-10,SKU-05,North,Convenience,2025-09-30,calendar_plan_v1_no_realized_demand,723,2769.38,692,701,2685.11
2025-10,SKU-05,North,Ecommerce,2025-09-30,calendar_plan_v1_no_realized_demand,692,2650.64,661,659,2524.23
